1356::Boys in Venice::Nonez|Nonez
1357::Sexual Life of the Belgians, The::Jean-Henri Compère|Noe Francq|Isabelle Legros|Sophie Schneider|Jacques Druaux|Sacha Jacques|Boris Bucquoy|Pascale Binnert|Michel Angely|Michele Shor|Stefan Lernous|Georgette Stulens|Raymond Vandersmissen|Tegan Pick|Kathleen Joye
1358::Search for One-eye Jimmy, The::Holt McCallany|Michael Badalucco|Nicholas Turturro|Ray 'Boom Boom' Mancini|Steve Buscemi|Anne Meara|Samuel L. Jackson|John Turturro|Tony Sirico|Jennifer Beals|Wayne Maugans|Adam LeFevre|Lodge Kerrigan|Aida Turturro|Joseph Siravo
1359::American Strays::Scott Plank|Melora Walters|John Savage|Brion James|Joe Viterelli|James Russo|Luke Perry|Will Rothhaar|Jessica Perelman|Toni Kalem|Eric Roberts|Vonte Sweet|Anthony Lee|Stephanie Cushna|Sam J. Jones
1360::Leopard Son, The::Nonez|Nonez
1361::Bird of Prey::Casper Christensen|Lars Hjortshøj
1362::Johnny 100 Pesos::Armando Araiza|Patricia Rivera|Willy Semler|Aldo Parodi|Rodolfo Bravo|Eugenio Morales|Sergio Hernández|Luis Gnecco|Boris Quercia|Paulina Urrutia|Luis Alarcón|Patricia Guzmán|Cristián Campos|José Manuel Salcedo|Aldo Bernales
1363::JLG/JLG - autoportrait de décembre::Jean-Luc Godard|Geneviève Pasquier|Denis Jadót|Brigitte Bastien|Elisabeth Kaza|André S. Labarthe|Louis Seguin|Bernard Eisenschitz|Nathalie Aguillar
1364::Faust::Petr Cepek|Jan Kraus|Vladimír Kudla|Antonin Zacpal|Jirí Suchý|Viktorie Knotková|Jana Mézlová|Miluse Straková|Josef Fiala|Martin Radimecký|Ervín Tomendál|Frantisek Polata|Josef Chodora|Karel Vidimský|Petr Meissel
1365::Mina Tannenbaum::Romane Bohringer|Elsa Zylberstein|Florence Thomassin|Jean-Philippe Écoffey|Eric Defosse|Nils Tavernier|Stéphane Slima|Chantal Krief|Jany Gastaldi|Dumitru Furdui|Harry Cleven|Hugues Quester|Alexandre von Sivers|Artus de Penguern|Toni Cecchinato
1366::Forbidden Christ, The::Raf Vallone|Rina Morelli|Alain Cuny|Anna Maria Ferrero|Elena Varzi|Gino Cervi|Ernesta Rosmino|Philippe Lemaire|Luigi Tosi|Gualtiero Tumiati
1367::I Can't Sleep::Yekaterina Golubeva|Richard Courcet|Vincent Dupont|Laurent Grévill|Alex Descas|Irina Grjebina|Tolsty|Line Renaud|Béatrice Dalle|Ira Mandella-Paul|Sophie Simon|Danièle Van Bercheycke|Patrick Grandperret|Fabienne Mai|Alice Hurtaux
1368::Machine, The::Brad Dourif|Ely Pouget|William Hootkins|John Sharian|Martin McDougall|Andreas Wisniewski|Richard Brake|Alex Brooks|Stuart St. Paul|Jackie Sawiris|Annemarie Lawless|Julie Cox|Kathleen Tessaro|Ronald Fernee|Lesley Lyon
1369::Stranger, The::Steven Bauer|Jennifer Rubin|William Katt|Michael Parks|Luca Bercovici|Michele Greene|J.J. Johnston|Ashley Laurence|Marla Rubinoff|Gary Lee Davis|Claire Yarlett|Rebecca Rocheford Davies|Eric Fleeks|Joni Avery|Jeff Chayette
1370::Good Morning::Roger Carroll|Vern Rowe
1371::Falling in Love Again::Elliott Gould|Susannah York|Kaye Ballard|Stuart Paul|Michelle Pfeiffer|Robert Hackman|Cathy Tolbert|Todd Hepler|Herbert Rudley|Marian McCargo|Steven Paul|John Miranda|Snag Werris|Tallie Cochrane|Patrick Wright
1372::Cement Garden, The::Andrew Robertson|Charlotte Gainsbourg|Alice Coulthard|Ned Birkin|Sinéad Cusack|Hanns Zischler|Jochen Horst|Gareth Brown|William Hootkins|Dick Flockhart|Mike Clark
1373::Meet Wally Sparks::Rodney Dangerfield|Debi Mazar|David Ogden Stiers|Burt Reynolds|Rita McKenzie|Lisa Thornhill|Mark L. Taylor|Cindy Williams|Gilbert Gottfried|Tony Danza|Karen Duffy|Eamonn Roche|Sir Mix A Lot|Michael Weatherly|Glenn Walker Harris Jr.
1374::Hotel de Love::Aden Young|Saffron Burrows|Simon Bossell|Pippa Grandison|Ray Barrett|Julia Blake|Peter O'Brien|Belinda McClory|Caleb Cluff|Cassandra Magrath|Andrew Bibby|Alan Hopgood|Raelee Hill|Margaret Hoctor|Bayard Templin
1375::Rhyme & Reason::B-Real|Kurtis Blow|Da Brat|Chuck D|Sean 'Diddy' Combs|Sen D.O.G.|Desiree Densiti|Dr. Dre|E-40|MC Eiht|Grandmaster Caz|Heavy D|Lauryn Hill|Ice-T|Wyclef Jean
1376::Love and Other Catastrophes::Matt Day|Matthew Dyktynski|Alice Garner|Frances O'Connor|Radha Mitchell|Suzi Dougherty|Kim Gyngell|Suzanne Dowling|Torquil Neilson|Christine Stephen-Daly|Dominic McDonald|Alvin Chong|Myles Collins|Antony Neate|Brigid Kelly
1377::Hollow Reed::Sam Bould|Martin Donovan|Ian Hart|Joely Richardson|Jason Flemyng|Shaheen Khan|Kelly Hunter|Tim Crouch|Jane Hill|Glen Hammond|Simon Chandler|Dilys Hamlett|Andy Rashleigh|David Calder|Maeve Murphy
1378::Losing Chase::Helen Mirren|Kyra Sedgwick|Beau Bridges|Michael Yarmush|Lucas Denton|Elva Mai Hoover|Nancy Beatty|Rino Romano|Simon Reynolds|B.J. McLellan|Bunty Webb|Kate Hennig|Cheryl Swarts|Ron Gabriel|
1379::Bonheur, Le::Jean-Claude Drouot|Marie-France Boyer|Marcelle Faure-Bertin|Manon Lanclos|Sylvia Saurel|Marc Eyraud|Christian Riehl|Paul Vecchiali
1380::Second Jungle Book: Mowgli & Baloo, The::Jamie Williams|Billy Campbell|Roddy McDowall|David Paul Francis|Gulshan Grover|Dyrk Ashton|Cornelia Hayes O'Herlihy|B.J. Hogg|Amy Robbins|Hal Fowler|Albert Moses|Wijerathna Warakagoda|Simon Barker|E.A. Piyasena|Raja Summanapala
1381::Squeeze::Lara Flynn Boyle|Danny Nucci|Peter Dobson|Luca Bercovici|Michael Chieffo|Bert Santos|Teresa DiSpina|Sam Vlahos|Valente Rodriguez|Raye Birk|Angelina Estrada|Janet MacLachlan|Tony Genaro|Marita De Leon|Laura Cerón
1382::Roseanna's Grave::Jean Reno|Mercedes Ruehl|Polly Walker|Mark Frankel|Luigi Diberti|Roberto Della Casa|Giovanni Pallavicino|Jorge Krimer|Romano Ghini|Giuseppe Cederna|Daniele Ferretti|Renato Scarpa|Trevor Peacock|George Rossi|Paul Muller
1383::Tetsuo II: Body Hammer::Tomorô Taguchi|Shin'ya Tsukamoto|Nobu Kanaoka|Sujin Kim|Hideaki Tezuka|Tomoo Asada|Iwata|Keinosuke Tomioka|Torauemon Utazawa
1384::Fall::Peter HaberIngvar HirdwallMikael PersbrandtRebecka HemseMåns NathanaelsonPeter HüttnerStina RautelinMarie Göranzon
1385::Gabbeh::Abbas Sayah|Shaghayeh Djodat|Hossein Moharami|Rogheih Moharami|Parvaneh Ghalandari
1386::Mondo::Vincent D'Onofrio|Renée Zellweger|Ann Wedgeworth|Harve Presnell|Benjamin Mouton|Helen Cates|Leslie Buesing|Chris Shearer|Sandy Walper|Marion Eaton|Dell Aldrich|Libby Villari|Michael Corbett|Antonia Bogdanovich|Elizabeth D'Onofrio
1387::Innocent Sleep, The::Oliver Cotton|Tony Bluto|Paul Brightwell|Michael Gambon|Rupert Graves|Campbell Morrison|Graham Crowden|Franco Nero|Hilary Crowson|Kieran Smith|Sean Gilder|Brian Lipson|Dermot Kerrigan|Dermot Keaney|Alex Giannini
1388::For Ever Mozart::Madeleine Assas|Ghalia Lacroix|Bérangère Allaux|Vicky Messica|Frédéric Pierrot|Harry Cleven|Michel Francini|Sabine Bail|Max André|Sylvie Herbert|Cécile Reigher|Dominique Pozzetto|Nathalie Dorval|Dan Thorens
1389::Locusts, The::Kate Capshaw|Jeremy Davies|Vince Vaughn|Ashley Judd|Paul Rudd|Daniel Meyer|Jessica Capshaw|Jessica Robertson|Jimmy Ray Pickens|Jerry Haynes|Jason Davis
1390::Stag::John Stockwell|Mario Van Peebles|Jerry Stiller|Gerald Anthony|Mark Blum|John Henson|Ben Gazzara|Andrew McCarthy|Gregory Alan Williams|Kevin Dillon|William McNamara|William Prael|Jenny McShane|Taylor Dayne|Lawrence R. Leritz
1391::Swept from the Sea::Rachel Weisz|Vincent Perez|Ian McKellen|Kathy Bates|Joss Ackland|Tony Haygarth|Fiona Victory|Tom Bell|Zoë Wanamaker|William Scott-Masson|Eve Matheson|Dave Hill|Roger Ashton-Griffiths|Matthew Scurfield|Margery Withers
1392::Hurricane Streets::Brendan Sexton III|Antoine McLean|Mtume Gant|Carlo Alban|David Roland Frank|Adrian Grenier|Lynn Cohen|L.M. Kit Carson|Edie Falco|Isidra Vega|Andy Ko|José Zúñiga|Terry Alexander|Heather Matarazzo|Shawn Elliott
1393::Stonewall::Guillermo Díaz|Frederick Weller|Brendan Corbalis|Duane Boutte|Bruce MacVittie|Peter Ratray|Dwight Ewell|Matthew Faber|Michael McElroy|Luis Guzmán|Joey Dedio|Tim Artz|Isaiah Washington|Candis Cayne|David Drumgold
1394::Of Human Bondage::Leslie Howard|Bette Davis|Frances Dee|Kay Johnson|Reginald Denny|Alan Hale|Reginald Sheffield|Reginald Owen|Desmond Roberts
1395::Anna::Petra NielsenStig EngströmCarina JingrotJens RogemanThomas HedengranGörel CronaPer SvenssonMikael Persbrandt
1396::Stranger in the House::Michele Greene|Bruce Dinsmore|Steve Railsback|Kathleen Kinmont|Vlasta Vrana|Wendii Fulford|Una Kay|Larry Day|Tania Kontoyanni|Tyrone Benskin|Chelsea McIsaac|Maral Hassib
1397::Picture Bride::Yûki Kudô|Cary-Hiroyuki Tagawa|Tamlyn Tomita|Akira Takayama|Yôko Sugi|Christianne Mays|Toshirô Mifune
1398::M. Butterfly::Jeremy Irons|John Lone|Barbara Sukowa|Ian Richardson|Annabel Leventon|Shizuko Hoshi|Richard McMillan|Vernon Dobtcheff|David Hemblen|Damir Andrei|Antony Parr|Margaret Ma|Tristram Jellinek|Philip McGough|David Neal
1399::Ciao, Professore!::Paolo Villaggio|Isa Danieli|Gigio Morra|Sergio Solli|Ester Carloni|Paolo Bonacelli|Pierfrancesco Borruto|Annarita D'Auria|Maria Esposito|Roberta Galli|Luigi Lastorina|Filomena Lieto|Carmela Pecoraro|Salvatore Terraccino|Ilaria Troncone
1400::Caro Diario::Nonez|Nonez
1401::Withnail and I::Richard E. Grant|Paul McGann|Richard Griffiths|Ralph Brown|Michael Elphick|Daragh O'Malley|Michael Wardle|Una Brandon-Jones|Noel Johnson|Irene Sutcliffe|Llewellyn Rees|Robert Oates|Anthony Wise|Eddie Tagoe
1402::Boy's Life 2::Michael Saucedo|Justin Urich|Travis Sher|Milo Ventimiglia|Vincent D'Onofrio|Miles Perlich|Eileen Brennan|Harry Waters Jr.|Mary Beth Hurt|J.D. Cerna|Kent Broadhurst|Ellen Latzen|Edward Seamon|Greg Villepique|Brett Barsky
1403::When Night Is Falling::Pascale Bussières|Rachael Crawford|Henry Czerny|David Fox|Don McKellar|Tracy Wright|Clare Coulter|Karyne Steben|Sarah Steben|Jonathan Potts|Tom Melissis|Stuart Clow|Richard W. Farrell|Fides Krucker|Thom Sokoloski
1404::Specialist, The::Sylvester Stallone|Sharon Stone|James Woods|Rod Steiger|Eric Roberts|Mario Ernesto Sánchez|Sergio Doré Jr.|Chase Randolph|Jeana Bell|Brittany Paige Bouck|Emilio Estefan Jr.|LaGaylia Frazier|Ramón González Cuevas|Tony Munafo|Cheito Quinonez
1405::Gordy::Doug Stone|Kristy Young|James Donadio|Deborah Hobart|Tom Lester|Michael Roescher|Tom Key|Jon Kohler|Afemo Omilami|Ted Manson|Louis Rukeyser|Dennis Letts|Toshio Ogawa|Kyle Weir|Sandra Dorsey
1406::Swan Princess, The::Jack Palance|Howard McGillin|Michelle Nicastro|Liz Callaway|John Cleese|Steven Wright|Steve Vinovich|Mark Harelik|James Arrington|Davis Gaines|Joel McKinnon Miller|Dakin Matthews|Sandy Duncan|Brian Nissen|Adam Wylie
1407::Harlem::Nonez|Nonez
1408::Barbarella::Jane Fonda|John Phillip Law|Anita Pallenberg|Milo O'Shea|Marcel Marceau|Claude Dauphin|Véronique Vendell|Giancarlo Cobelli|Serge Marquand|Nino Musco|Franco Gulà|Catherine Chevallier|Marie Therese Chevallier|Umberto Di Grazia|David Hemmings
1409::Land Before Time III: The Time of the Great Giving::Scott McAfee|Candace Hutson|Heather Hogan|Jeff Bennett|Rob Paulsen|John Ingle|Linda Gary|Whit Hertford|Nicholas Guest|Tress MacNeille|Frank Welker|Scott Menville|Kenneth Mars
1410::Street Fighter::Jean-Claude Van Damme|Raul Julia|Ming-Na Wen|Damian Chapa|Kylie Minogue|Simon Callow|Byron Mann|Roshan Seth|Andrew Bryniarski|Grand L. Bush|Robert Mammone|Miguel A. Núñez Jr.|Gregg Rainwater|Kenya Sawada|Jay Tavare
1411::Coldblooded::Jason Priestley|Kimberly Williams-Paisley|Peter Riegert|Robert Loggia|Jay Kogen|Janeane Garofalo|Josh Charles|David Anthony Higgins|Doris Grau|Anne Carroll|Buck McDancer|Marcos A. Ferraez|Gilbert Rosales|Jim Turner|Michael J. Fox
1412::Next Karate Kid, The::Pat Morita|Hilary Swank|Michael Ironside|Constance Towers|Chris Conrad|Arsenio 'Sonny' Trinidad|Michael Cavalieri|Walton Goggins|Jim Ishida|Rodney Kageyama|Seth Sakai|Eugene Boles|Keena Keel|Tom O'Brien|Thomas Downey
1413::No Escape::Ray Liotta|Lance Henriksen|Stuart Wilson|Kevin Dillon|Kevin J. O'Connor|Don Henderson|Ian McNeice|Jack Shepherd|Michael Lerner|Ernie Hudson|Russell Kiefel|Brian M. Logan|Cheuk-Fai Chan|Machs Colombani|David Argue
1414::Turning, The::Karen Allen|Raymond J. Barry|Michael Dolan|Tess Harper|Gillian Anderson|Jim Simmons|Madison Arnold|Tannis Benedict|John Newton|William B. O'Boyle|Murphy Larson|Michael P. Moran
1415::Joy Luck Club, The::Kieu Chinh|Tsai Chin|France Nuyen|Lisa Lu|Ming-Na Wen|Tamlyn Tomita|Lauren Tom|Rosalind Chao|Chao Li Chi|Melanie Chang|Victor Wong|Lisa Connolly|Mai Vu|Ying Wu|Meijuan Xi
1416::Highlander III: The Sorcerer::Christopher Lambert|Mario Van Peebles|Deborah Kara Unger|Mako|Raoul Max Trujillo|Jean-Pierre Pérusse|Martin Neufeld|Frederick Y. Okimura|Daniel Do|Gabriel Kakon|Louis Bertignac|Michael Jayston|Zhenhu Han|Akira Inoue|Darcy Laurie
1417::Gilligan's Island: The Movie::Nonez|Nonez
1418::My Crazy Life::Angel Aviles|Seidy Lopez|Jacob Vargas|Devine|Monica Lutton|Christina Solis|Panchito Gómez|Verónica Arellano|Arthur Esquer|Gabriel Gonzales|Ángelo Martínez|Nélida López|Magali Alvarado|Jesse Borrego|Marita De Leon
1419::Suture::Dennis Haysbert|Mel Harris|Sab Shimono|Dina Merrill|Michael Harris|David Graf|Fran Ryan|John Ingle|Sanford Gibbons|Mark DeMichele|Sandra Ellis Lafferty|Capri Darling|Carol Kiernan|Laura Groppe|Mel Coleman
1420::Walking Dead, The::Nonez|Nonez
1421::I Like It Like That::Victor Rasuk|Donna Maldonado|Kevin Rivera|Krystal Rodriguez|Judy Marte|Melonie Diaz|Matthew Roberts|Alexander Garcia|John Ramos|Theresa Martinez|Altagracia Guzman|Silvestre Rasuk|Wilfree Vasquez|Randy Luna|Jeff Knite
1422::I'll Do Anything::Nick Nolte|Whittni Wright|Albert Brooks|Julie Kavner|Joely Richardson|Tracey Ullman|Jeb Brown|Joely Fisher|Vicki Lewis|Anne Heche|Ian McKellen|Joel Thurm|Angela Alvarado|Dominik Lukas-Espeleta|Justina Hardesty
1423::Grace of My Heart::Illeana Douglas|Sissy Boyd|Christina Pickles|Jill Sobule|Jennifer Leigh Warren|Tegan West|Richard Schiff|Natalie Venetia Belcon|Kathy Barbour|John Turturro|Diane Robin|Eric Jerome Kirkland|Irving Washington III|Kurt Jackson|Michael Angelo Saulsberry
1424::Drunks::Richard Lewis|Liza Harris|Liam Ahern|George Martin|Sam Rockwell|Amanda Plummer|Kevin Corrigan|Fanni Green|Parker Posey|Dianne Wiest|Billy Dove|Julie Halston|Faye Dunaway|LisaGay Hamilton|Calista Flockhart
1425::SubUrbia::Roger Ebert|Gene Siskel
1426::Sliding Doors::Gwyneth Paltrow|John Hannah|John Lynch|Jeanne Tripplehorn|Zara Turner|Douglas McFerran|Paul Brightwell|Nina Young|Virginia McKenna|Kevin McNally|Terry English|Paul Stacey|Peter Howitt|Joanna Roth|Neil Stuke
1427::Ill Gotten Gains::Djimon Hounsou|Akosua Busia|De'aundre Bonds|Eartha Kitt|Reg E. Cathey|Tom Fitzpatrick|Mario Gardner|Clabe Hartley|Jamillah Nicole|Tom Taglang|Tony Torn|Peter Navy Tuiasosopo|Claudia Robinson|Tamael|Glen Beaudin
1428::Legal Deceit::Lela Rochon|Jeffrey Dean Morgan|Phil Morris|Cheryl Francis Harrington|Jim O'Donoghue|Brian Wesley Thomas|Jennifer Brandt|John Stockwell|Michael Lazar|Jeffrey Marcus|Ed Beechner|Liz Giosa|Scott Atkinson|Susan Massie Wood|Milan Nicksic
1429::Mighty, The::Charlize Theron|Bill Paxton|Rade Serbedzija|Peter Firth|David Paymer|Regina King|Robert Wisdom|Naveen Andrews|Lawrence Pressman|Linda Purl|Mika Boorem|Geoffrey Blake|Christian Clemenson|Cory Buck|Liz Georges
1430::Men of Means::Michael Paré|Kaela Dobkin|Raymond Serra|Austin Pendleton|Ron Holgate|Mark Hutchinson|Tony Cucci|Tie Domi|John Jordan|Richard Bachynsky Hoover|Nicole D'Or
1431::Shooting Fish::Rowena Cooper|Scott Charles|Antonia Corrigan|Myles Anderson|Jane Lapotaire|Harry Ditson|Jacob Macoby|Dan Futterman|Tom Chadbon|Kate Beckinsale|Stuart Townsend|Phyllis Logan|Vicki Bensted|Peter McNamara|Ralph Ineson
1432::Steal Big, Steal Little::Andy Garcia|Alan Arkin|Rachel Ticotin|Joe Pantoliano|Holland Taylor|Ally Walker|David Ogden Stiers|Charles Rocket|Richard Bradford|Kevin McCarthy|Nathan Davis|Dominik Garcia|Mike Nussbaum|Rita Taggart|Takaaki Ishibashi
1433::Mr. Jones::Richard Gere|Lena Olin|Anne Bancroft|Tom Irwin|Delroy Lindo|Bruce Altman|Lauren Tom|Lisa Malkiewicz|Thomas Kopache|Peter Jurasik|León Singer|Anna Maria Horsford|Edward Padilla|Baha Jackson|Epatha Harris
1434::House Party 3::Christopher Reid|Christopher Martin|David Edwards|Angela Means|Tisha Campbell-Martin|Immature|Ketty Lester|Bernie Mac|Michael Colyar|Chris Tucker|Tionne 'T-Boz' Watkins|Lisa 'Left Eye' Lopes|Rozonda 'Chilli' Thomas|Khandi Alexander|Anthony Johnson
1435::Panther::Kadeem Hardison|Bokeem Woodbine|Joe Don Baker|Courtney B. Vance|Tyrin Turner|Marcus Chong|Anthony Griffith|Bobby Brown|Angela Bassett|Nefertiti|James Russo|Jenifer Lewis|Chris Rock|Roger Guenveur Smith|Michael Wincott
1436::Jason's Lyric::Allen Payne|Jada Pinkett Smith|Bokeem Woodbine|Anthony 'Treach' Criss|Eddie Griffin|Suzzanne Douglas|Lisa Nicole Carson|Lahmard J. Tate|Forest Whitaker|Asheamu Earl Randle|Clarence Whitmore|Rushion McDonald|Curtis von Burrell|Bebe Drake|Kenneth Randle
1437::Above the Rim::Duane Martin|Leon|Tupac Shakur|David Bailey|Tonya Pinkins|Marlon Wayans|Bernie Mac|Byron Minns|Wood Harris|Shawn Michael Howard|Henry Simmons|Iris Little Thomas|Michael Rispoli|Eric Nies|Bill Rafferty
1438::Moonlight and Valentino::Elizabeth Perkins|Whoopi Goldberg|Shadia Simmons|Erica Luttrell|Matthew Koller|Gwyneth Paltrow|Kathleen Turner|Scott Wickware|Kelli Fox|Harrison Liu|Wayne Lam|Ken Wong|Carlton Watson|Jack Jessop|Josef Sommer
1439::Scarlet Letter, The::Demi Moore|Gary Oldman|Robert Duvall|Lisa Andoh|Edward Hardwicke|Robert Prosky|Roy Dotrice|Joan Plowright|Malcolm Storry|James Bearden|Larissa Laskin|Amy Wright|George Aguilar|Tim Woodward|Joan Gregson
1440::8 Seconds::James Rebhorn|Cameron Finley|Carrie Snodgress|Dustin Mayfield|Clyde Frost|Elsie Frost|Luke Perry|Stephen Baldwin|Red Mitchell|Gabriel Folse|Joe Stevens|Clint Burkey|Cynthia Geary|Ronnie Claire Edwards|John Swasey
1441::That Darn Cat!::Hayley Mills|Dean Jones|Dorothy Provine|Roddy McDowall|Neville Brand|Elsa Lanchester|William Demarest|Frank Gorshin|Richard Eastham|Grayson Hall|Tom Lowell|Richard Deacon|Iris Adrian|Liam Sullivan|Don Dorrell
1442::Ladybird Ladybird::Crissy Rock|Vladimir Vega|Sandie Lavelle|Mauricio Venegas|Ray Winstone|Clare Perkins|Jason Stracey|Luke Brown|Lily Farrell|Scottie Moore|Linda O'Grady|Kim Hartley|Jimmy Batten|Sue Sawyer|Pamela Hunt
1443::Bye Bye, Love::Matthew Modine|Randy Quaid|Paul Reiser|Janeane Garofalo|Amy Brenneman|Eliza Dushku|Ed Flanders|Maria Pitillo|Lindsay Crouse|Ross Malinger|Johnny Whitworth|Wendell Pierce|Cameron Boyd|Mae Whitman|Jayne Brook
1444::Century::Charles Dance|Clive Owen|Miranda Richardson|Robert Stephens|Joan Hickson|Lena Headey|Neil Stuke|Liza Walker|Joseph Bennett|Fiona Walker|Carlton Chance|Graham Loughridge|Lex Daniel|Ian Shaw|Bruce Alexander
1445::My Favorite Season::Catherine Deneuve|Daniel Auteuil|Marthe Villalonga|Jean-Pierre Bouvier|Chiara Mastroianni|Carmen Chaplin|Anthony Prada|Michèle Moretti|Jacques Nolot|Bruno Todeschini|Jean Bousquet|Roschdy Zem|Ingrid Caven
1446::Pather Panchali::Kanu Bannerjee|Karuna Bannerjee|Chunibala Devi|Uma Das Gupta|Subir Banerjee|Runki Banerjee|Reba Devi|Aparna Devi|Tulsi Chakraborty
1447::Golden Earrings::Ray Milland|Marlene Dietrich|Murvyn Vye|Bruce Lester|Dennis Hoey|Quentin Reynolds|Reinhold Schünzel|Ivan Triesault|Hermine Sterler
1448::Foreign Correspondent::Joel McCrea|Laraine Day|Herbert Marshall|George Sanders|Albert Bassermann|Robert Benchley|Edmund Gwenn|Eduardo Ciannelli|Harry Davenport|Martin Kosleck|Frances Carson|Ian Wolfe|Charles Wagenheim|Eddie Conrad|Charles Halton
1449::Lady of Burlesque::Barbara Stanwyck|Michael O'Shea|J. Edward Bromberg|Iris Adrian|Gloria Dickson|Victoria Faust|Stephanie Bachelor|Charles Dingle|Marion Martin|Pete Gordon|Frank Fenton|Pinky Lee|Frank Conroy|Lew Kelly|Claire Carleton
1450::Angel on My Shoulder::Paul Muni|Anne Baxter|Claude Rains|Onslow Stevens|George Cleveland|Erskine Sanford|Marion Martin|Hardie Albright|James Flavin
1451::Angel and the Badman::John Wayne|Gail Russell|Harry Carey|Bruce Cabot|Irene Rich|Lee Dixon|Stephen Grant|Tom Powers|Paul Hurst|Olin Howland|John Halloran|Joan Barton|Craig Woods|Marshall Reed|
1452::Outlaw, The::Jack Buetel|Jane Russell|Thomas Mitchell|Walter Huston|Mimi Aguglia|Joe Sawyer|Gene Rizzi
1453::Beat the Devil::Humphrey Bogart|Jennifer Jones|Gina Lollobrigida|Robert Morley|Peter Lorre|Edward Underdown|Ivor Barnard|Marco Tulli|Bernard Lee|Mario Perrone|Giulio Donnini|Saro Urzì|Juan de Landa|Aldo Silvani
1454::Love Is All There Is::Lainie Kazan|Joseph Bologna|Barbara Carrera|Renée Taylor|William Hickey|Dick Van Patten|Abe Vigoda|Connie Stevens|Paul Sorvino|Angelina Jolie|Nathaniel Marston|Joy Behar|Vera Lockwood|Sal Richards|Annie Meisels
1455::Damsel in Distress, A::Fred Astaire|George Burns|Gracie Allen|Joan Fontaine|Reginald Gardiner|Ray Noble|Constance Collier|Montagu Love|Harry Watson|Jan Duggan
1456::Madame Butterfly::Ying Huang|Richard Troxell|Ning Liang|Richard Cowan|Jing Ma Fan|Christopheren Nòmura|Constance Hauman|Kusakabe Yo|Kamel Touati|Miki-Lou Pinard|Yoshi Oida|Qing Wu|Nabil Agoun|Lofti Bahri|Salem Zahrouni
1457::Sleepover::Michael Albanese|Evi Allen|Shannon Barry|Cari Beuchamp|Jeffery Bubisco|James Capria|Heather Casey|Griff Conti|Saj Frieberg|Tobi Gardner|Karl Giant|Pete Lewnes|Warren Lieberstein|Taylor Martino|Wesley Martino
1458::Here Comes Cookie::George Burns|Gracie Allen|George Barbier|Betty Furness|Andrew Tombes|Rafael Alcayde|James Burke|Lee Kohlmar|Milla Davenport|Harry Holman|Frank Darien|Jack Powell|Irving Bacon|Guinn 'Big Boy' Williams
1459::Thieves::Catherine Deneuve|Daniel Auteuil|Laurence Côte|Benoît Magimel|Fabienne Babe|Didier Bezace|Julien Rivière|Ivan Desny|Régis Betoule|Pierre Perez|Naguime Bendidi|Didier Raymond|Jean-Louis Meunier|Eric Kreikenmayer|Jean-Jacques Cravero
1460::Boys, Les::Marc Messier|Rémy Girard|Patrick Huard|Serge Thériault|Michel Barrette|Paul Houde|Luc Guérin|Yvan Ponton|Roc LaFortune|Michel Charette|Patrick Labbé|Dominic Philie|Sylvain Giguère|Pierre Lebeau|Maxim Roy
1461::Stars Fell on Henrietta, The::Robert Duvall|Aidan Quinn|Frances Fisher|Brian Dennehy|Lexi Randall|Kaytlyn Knowles|Francesca Eastwood|Joe Stevens|Billy Bob Thornton|Victor Wong|Paul Lazar|Spencer Garrett|Park Overall|Zach Grenier|Wayne Dehart
1462::Last Summer in the Hamptons::Victoria Foyt|Viveca Lindfors|Jon Robin Baitz|Savannah Smith Boucher|Roscoe Lee Browne|Andre Gregory|Nick Gregory|Melissa Leo|Roddy McDowall|Martha Plimpton|Ron Rifkin|Diane Salinger|Brooke Smith|Kristoffer Tabori|Holland Taylor
1463::Margaret's Museum::Helena Bonham Carter|Clive Russell|Craig Olejnik|Kate Nelligan|Kenneth Welsh|Andrea Morris|Peter Boretski|Barrie Dunn|Norma Dell'Agnese|Glenn Wadman|Elizabeth Richardson|Ida Donovan|Gordon Joe|Wayne Reynolds|Murdoch MacDonald
1464::Saint of Fort Washington, The::Danny Glover|Matt Dillon|Rick Aviles|Nina Siemaszko|Ving Rhames|Joe Seneca|Harry Ellington|Ralph Hughes|Bahni Turpin|Robert Beatty|Reuben Schafer|Louis Williams|Adam Trese|Kevin Corrigan|Brian Tarantina
1465::Cure, The::Brad Renfro|Aeryk Egan|Delphine French|Mona Powell|Andrew Broder|Jeremy Howard|Joseph Mazzello|Annabella Sciorra|Diana Scarwid|Rosemary Corman|T. Mychael Rambo|David Alan Smith|Delia Jurek|Fran Korba|John Carroll Lynch
1466::Tom and Huck::Jonathan Taylor Thomas|Brad Renfro|Eric Schweig|Charles Rocket|Amy Wright|Michael McShane|Marian Seldes|Rachael Leigh Cook|Lanny Flaherty|Courtland Mead|Peter Mackenzie|Heath Lamberts|William Newman|Joey Stinson|Blake Heron
1467::Gumby: The Movie::Dal McKennon|Art Clokey|Gloria Clokey|Manny La Carruba|Alice Young|Janet MacDuff|Patti Morse|Bonnie Rudolph|David Ozzie Ahlers|David Archer|Lillian Nicol|Rick Warren
1468::Hideaway::Jeff Goldblum|Christine Lahti|Alicia Silverstone|Jeremy Sisto|Alfred Molina|Rae Dawn Chong|Kenneth Welsh|Suzy Joachim|Shirley Broderick|Tom McBeath|Joely Collins|Roger Cross|Michael McDonald|Don S. Davis|Rebecca Toolan
